timestamp,signal,reason,rf_signal,xgb_signal,lgb_signal,confidence,atr,ema_trend,price_momentum
2026-02-23T13:28:41.086284+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:29:41.331135+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:30:41.549604+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:31:41.735990+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:32:41.941664+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:33:42.124484+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:34:42.317993+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:35:42.514838+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:36:42.712362+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:37:42.907255+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:38:43.084128+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:39:43.274037+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:40:43.478084+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:41:43.669754+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:42:43.870239+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:43:44.055637+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:44:44.267165+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:45:44.466726+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:46:44.673870+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:47:44.861756+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:48:45.050300+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:49:45.228796+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:50:45.437794+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:51:45.633058+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:52:45.828663+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:53:46.020531+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:54:46.243746+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:55:46.463331+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:56:46.676192+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:57:46.880731+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:58:47.092300+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
